,category,first flight,introduced,introduction,ns,number built,pageid,retired,status,title,unit cost,views,built_group,built_number,year
1403,Category:1920s United States sport aircraft|Category:1920s United States sport aircraft|Category:1920s United States sport aircraft|Category:1920s United States sport aircraft|Category:1920s United States sport aircraft|Category:1920s United States sport aircraft,1926,,Error,0,ca. 100,11059082,,,Arrow Sport,$2985 for an Arrow Sport 85 in 1931,9.923287671232877,4,100.0,1926.0
1404,Category:1920s United States sport aircraft|Category:1920s United States sport aircraft|Category:1920s United States sport aircraft|Category:1920s United States sport aircraft|Category:1920s United States sport aircraft|Category:1920s United States sport aircraft,17 September 1929,,Error,0,6,1026739,,,Adcox Student Prince,,3.5123287671232877,3,6.0,1929.0
1407,Category:1920s United States sport aircraft|Category:1920s United States sport aircraft|Category:1920s United States sport aircraft|Category:1920s United States sport aircraft|Category:1920s United States sport aircraft|Category:1920s United States sport aircraft,2 October 1929,,Error,0,2,1020820,,,Acme Sportsman,,2.915068493150685,2,2.0,1929.0
1410,Category:1910s United States sport aircraft|Category:1910s United States sport aircraft|Category:1910s United States sport aircraft|Category:1910s United States sport aircraft|Category:1910s United States sport aircraft|Category:1910s United States sport aircraft,[[1910 in aviation,,Error,0,ca. 100,12675057,,,Wright Model B,"$5,000",49.726027397260275,4,100.0,1910.0
1411,Category:1910s United States sport aircraft|Category:1910s United States sport aircraft|Category:1910s United States sport aircraft|Category:1910s United States sport aircraft|Category:1910s United States sport aircraft|Category:1910s United States sport aircraft,[[1917 in aviation,,Error,0,1,14736570,,,Cessna Comet,Error,12.435616438356165,1,1.0,1917.0
1458,Category:1980s United States sailplanes|Category:1980s United States sailplanes|Category:1980s United States sailplanes|Category:1980s United States sailplanes|Category:1980s United States sailplanes|Category:1980s United States sailplanes,{{avyear,,Error,0,1,1026843,,,ADI Condor,Error,8.857534246575343,1,1.0,1980.0
1465,Category:1970s United States sailplanes|Category:1970s United States sailplanes|Category:1970s United States sailplanes|Category:1970s United States sailplanes|Category:1970s United States sailplanes|Category:1970s United States sailplanes,,,Error,0,180 kits sold,18572791,,,Schreder HP-18,Error,7.536986301369863,4,180.0,1970.0
1507,Category:1960s United States sailplanes|Category:1960s United States sailplanes|Category:1960s United States sailplanes|Category:1960s United States sailplanes|Category:1960s United States sailplanes|Category:1960s United States sailplanes,Error,Error,Error,0,3,3542004,Error,Error,Preiss RHJ-8,Error,2.2383561643835614,2,3.0,1960.0
1508,Category:1960s United States sailplanes|Category:1960s United States sailplanes|Category:1960s United States sailplanes|Category:1960s United States sailplanes|Category:1960s United States sailplanes|Category:1960s United States sailplanes,1966,Error,Error,0,1,3542069,Error,Error,Preiss RHJ-7,Error,2.128767123287671,1,1.0,1966.0
1537,Category:1960s United States sailplanes|Category:1960s United States sailplanes|Category:1960s United States sailplanes|Category:1960s United States sailplanes|Category:1960s United States sailplanes|Category:1960s United States sailplanes,August [[1966 in aviation,,Error,0,70+,15996975,,,DSK Duster,Error,4.210958904109589,4,70.0,1966.0
1606,Category:1930s United States sailplanes|Category:1930s United States sailplanes|Category:1930s United States sailplanes|Category:1930s United States sailplanes|Category:1930s United States sailplanes|Category:1930s United States sailplanes,1939,Error,Error,0,9 (+67 kits),21481510,Error,Error,Briegleb BG-6,Error,3.7945205479452055,3,9.0,1939.0
1609,Category:1930s United States sailplanes|Category:1930s United States sailplanes|Category:1930s United States sailplanes|Category:1930s United States sailplanes|Category:1930s United States sailplanes|Category:1930s United States sailplanes,1933,Error,Error,0,6,26550331,Error,Error,Bowlus 1-S-2100,Error,3.893150684931507,3,6.0,1933.0
1614,Category:United States military gliders|Category:1960s United States experimental aircraft,21 December 1966,,Error,0,3,1050123,19 April 1967,Out of service,Martin X-23 PRIME,,40.42739726027397,2,3.0,1966.0
1615,Category:1990s United States military gliders|Category:1990s United States experimental aircraft|Category:1990s United States military gliders|Category:1990s United States military gliders,"August 11, 1998",Error,Error,0,1,581848,Error,Retired May 2001,Boeing X-40,,149.8876712328767,1,1.0,1998.0
1616,Category:1940s United States military gliders|Category:1940s United States military gliders|Category:1940s United States military gliders|Category:1940s United States military transport aircraft|Category:1940s United States military transport aircraft,[[1942 in aviation,Error,Error,0,">13,903",12261319,Error,Error,Waco CG-4,Error,121.23561643835616,6,13903.0,1942.0
1617,Category:1940s United States military gliders|Category:1940s United States military gliders|Category:1940s United States military gliders|Category:1940s United States military transport aircraft|Category:1940s United States military transport aircraft,,Error,,0,473,10976004,,,Waco CG-15,,22.44109589041096,5,473.0,1940.0
1618,Category:1940s United States military gliders|Category:1940s United States military gliders|Category:1940s United States military gliders|Category:1940s United States military transport aircraft|Category:1940s United States military transport aircraft,1943,Error,1945,0,135,15695934,1945,Error,Waco CG-13,}},10.534246575342467,4,135.0,1943.0
1619,Category:1940s United States military gliders|Category:1940s United States military gliders|Category:1940s United States military gliders|Category:World War II transport aircraft of the United States|Category:World War II transport aircraft of the United States|Category:1940s United States military transport aircraft|Category:1940s United States military transport aircraft,Early February 1942,,Error,0,100,12261314,,,Waco CG-3,"approx $24,000",15.849315068493151,4,100.0,1942.0
1621,Category:1940s United States military gliders|Category:1940s United States military gliders|Category:1940s United States military gliders,April 1944,,Error,0,25,30680241,,,Taylorcraft LBT,,8.95068493150685,3,25.0,1944.0
1623,Category:1940s United States military gliders|Category:1940s United States military gliders|Category:1940s United States military gliders|Category:1940s United States military transport aircraft|Category:1940s United States military transport aircraft,,,Error,0,0,59779165,,cancelled,Snead LRH,Error,1.0191780821917809,2,0.0,1940.0
1627,Category:1940s United States military gliders|Category:1940s United States military gliders|Category:1940s United States military gliders,,,Error,0,4,30673461,,,Pratt-Read LBE,,6.550684931506849,2,4.0,1940.0
1633,Category:1940s United States military gliders|Category:1940s United States military gliders|Category:1940s United States military gliders|Category:1940s United States military transport aircraft|Category:1940s United States military transport aircraft,"June 14, 1944",,Error,0,1,14770103,,,Douglas XCG-17,,35.224657534246575,1,1.0,1944.0
1637,Category:1940s United States military gliders|Category:1940s United States military gliders|Category:1940s United States military gliders|Category:1940s United States military transport aircraft|Category:1940s United States military transport aircraft,April 1950,,Error,0,2,14770071,,,Chase XCG-20,,32.78082191780822,2,2.0,1950.0
1638,Category:1940s United States military gliders|Category:1940s United States military gliders|Category:1940s United States military gliders|Category:1940s United States military transport aircraft|Category:1940s United States military transport aircraft,18 December [[1947 in aviation,,Error,0,18,14769082,,,Chase YC-122 Avitruc,Error,15.90958904109589,3,18.0,1947.0
1640,Category:1940s United States military gliders|Category:1940s United States military gliders|Category:1940s United States military gliders|Category:1940s United States military transport aircraft|Category:1940s United States military transport aircraft,January 1943,,Error,0,2,24631602,,,Bristol XLRQ,Error,8.860273972602739,2,2.0,1943.0
1641,Category:1940s United States military gliders|Category:1940s United States military gliders|Category:1940s United States military gliders|Category:1940s United States military transport aircraft|Category:1940s United States military transport aircraft,1943,,Error,0,2,10608680,,,Allied Aviation XLRA,Error,8.775342465753425,2,2.0,1943.0
1642,Category:1940s United States military gliders|Category:1940s United States military gliders|Category:1940s United States military gliders|Category:1940s United States military transport aircraft|Category:1940s United States military transport aircraft,,,Error,0,0,59779558,,cancelled,AGA Aviation LRG,Error,1.3726027397260274,2,0.0,1940.0
1648,Category:1930s United States mailplanes|Category:1930s United States mailplanes|Category:1930s United States mailplanes|Category:1930s United States mailplanes|Category:1930s United States mailplanes|Category:1930s United States mailplanes,1930,"April 20, [[1931 in aviation",,0,17,3561418,1975 to [[Smithsonian Institution]],,Northrop Alpha,,32.75890410958904,3,17.0,1930.0
1649,Category:1930s United States mailplanes|Category:1930s United States mailplanes|Category:1930s United States mailplanes|Category:1930s United States mailplanes|Category:1930s United States mailplanes|Category:1930s United States mailplanes,6 May 1930,,Error,0,1 Model 200,5597075,1933,Retired,Boeing Monomail,,60.47945205479452,1,1.0,1930.0
1659,Category:1920s United States mailplanes|Category:1920s United States mailplanes|Category:1920s United States mailplanes|Category:1920s United States mailplanes|Category:1920s United States mailplanes|Category:1920s United States mailplanes,Error,[[1925 in aviation,Error,0,338 USAAC,333957,October 1937,,Curtiss Falcon,Error,80.61369863013698,5,338.0,1925.0
1660,Category:1920s United States mailplanes|Category:1920s United States mailplanes|Category:1920s United States mailplanes|Category:1920s United States mailplanes|Category:1920s United States mailplanes|Category:1920s United States mailplanes,[[1925 in aviation,[[1926 in aviation,Error,0,57,15048013,,,Douglas mailplanes,Error,9.41095890410959,4,57.0,1925.0
1662,Category:1920s United States mailplanes|Category:1920s United States mailplanes|Category:1920s United States mailplanes|Category:1920s United States mailplanes|Category:1920s United States mailplanes|Category:1920s United States mailplanes,"July 20, 1925","July 1, 1927",Error,0,ca. 80,5596671,,,Boeing Model 40,,51.70958904109589,4,80.0,1925.0
1685,Category:2010s United States experimental aircraft,4 February 2011,Error,,0,2,4908033,,,Northrop Grumman X-47B,,553.6301369863014,2,2.0,2011.0
1687,Category:2010s United States experimental aircraft,2018,Error,Error,0,1,59134007,Error,Error,MIT EAD Airframe Version 2,,4.391780821917808,1,1.0,2018.0
